"species","genus","family"
"Genista horrida","Genista","Fabaceae"
"Genista linifolia","Genista","Fabaceae"
"Genista lobelii","Genista","Fabaceae"
"Genista monosperma","Genista","Fabaceae"
"Genista monspessulana","Genista","Fabaceae"
"Genista numidica","Genista","Fabaceae"
"Genista pilosa","Genista","Fabaceae"
"Genista provincialis","Genista","Fabaceae"
"Genista pulchella","Genista","Fabaceae"
"Genista radiata","Genista","Fabaceae"
"Genista sagittalis","Genista","Fabaceae"
"Genista salzmannii","Genista","Fabaceae"
"Genista scorpius","Genista","Fabaceae"
"Genista tinctoria","Genista","Fabaceae"
"Gennaria diphylla","Gennaria","Orchidaceae"
"Gentiana acaulis","Gentiana","Gentianaceae"
"Gentiana alpina","Gentiana","Gentianaceae"
"Gentiana angustifolia","Gentiana","Gentianaceae"
"Gentiana asclepiadea","Gentiana","Gentianaceae"
"Gentiana bavarica","Gentiana","Gentianaceae"
"Gentiana brachyphylla","Gentiana","Gentianaceae"
"Gentiana burseri","Gentiana","Gentianaceae"
"Gentiana clusii","Gentiana","Gentianaceae"
"Gentiana cruciata","Gentiana","Gentianaceae"
"Gentiana ligustica","Gentiana","Gentianaceae"
"Gentiana lutea","Gentiana","Gentianaceae"
"Gentiana nivalis","Gentiana","Gentianaceae"
"Gentiana occidentalis","Gentiana","Gentianaceae"
"Gentiana orbicularis","Gentiana","Gentianaceae"
"Gentiana pneumonanthe","Gentiana","Gentianaceae"
"Gentiana punctata","Gentiana","Gentianaceae"
"Gentiana purpurea","Gentiana","Gentianaceae"
"Gentiana pyrenaica","Gentiana","Gentianaceae"
"Gentiana rostanii","Gentiana","Gentianaceae"
"Gentiana schleicheri","Gentiana","Gentianaceae"
"Gentiana utriculosa","Gentiana","Gentianaceae"
"Gentiana verna","Gentiana","Gentianaceae"
"Gentianella amarella","Gentianella","Gentianaceae"
"Gentianella campestris","Gentianella","Gentianaceae"
"Gentianella germanica","Gentianella","Gentianaceae"
"Gentianella ramosa","Gentianella","Gentianaceae"
"Gentianopsis ciliata","Gentianopsis","Gentianaceae"
"Geranium argenteum","Geranium","Geraniaceae"
"Geranium bohemicum","Geranium","Geraniaceae"
"Geranium cinereum","Geranium","Geraniaceae"
"Geranium columbinum","Geranium","Geraniaceae"
"Geranium dissectum","Geranium","Geraniaceae"
"Geranium divaricatum","Geranium","Geraniaceae"
"Geranium endressii","Geranium","Geraniaceae"
"Geranium herrerae","Geranium","Geraniaceae"
"Geranium lanuginosum","Geranium","Geraniaceae"
"Geranium lucidum","Geranium","Geraniaceae"
"Geranium macrorrhizum","Geranium","Geraniaceae"
"Geranium molle","Geranium","Geraniaceae"
"Geranium nodosum","Geranium","Geraniaceae"
"Geranium palustre","Geranium","Geraniaceae"
"Geranium phaeum","Geranium","Geraniaceae"
"Geranium pratense","Geranium","Geraniaceae"
"Geranium purpureum","Geranium","Geraniaceae"
"Geranium pusillum","Geranium","Geraniaceae"
"Geranium pyrenaicum","Geranium","Geraniaceae"
"Geranium rivulare","Geranium","Geraniaceae"
"Geranium robertianum","Geranium","Geraniaceae"
"Geranium rotundifolium","Geranium","Geraniaceae"
"Geranium sanguineum","Geranium","Geraniaceae"
"Geranium sylvaticum","Geranium","Geraniaceae"
"Geranium tuberosum","Geranium","Geraniaceae"
"Geranium versicolor","Geranium","Geraniaceae"
"Geropogon hybridus","Geropogon","Asteraceae"
"Geum chiloense","Geum","Rosaceae"
"Geum heterocarpum","Geum","Rosaceae"
"Geum hispidum","Geum","Rosaceae"
"Geum montanum","Geum","Rosaceae"
"Geum pyrenaicum","Geum","Rosaceae"
"Geum reptans","Geum","Rosaceae"
"Geum rivale","Geum","Rosaceae"
"Geum sylvaticum","Geum","Rosaceae"
"Geum urbanum","Geum","Rosaceae"
"Ginkgo biloba","Ginkgo","Ginkgoaceae"
"Gladiolus communis","Gladiolus","Iridaceae"
"Gladiolus dubius","Gladiolus","Iridaceae"
"Gladiolus gallaecicus","Gladiolus","Iridaceae"
"Gladiolus imbricatus","Gladiolus","Iridaceae"
"Gladiolus italicus","Gladiolus","Iridaceae"
"Gladiolus palustris","Gladiolus","Iridaceae"
"Glandora prostrata","Glandora","Boraginaceae"
"Glaucium corniculatum","Glaucium","Papaveraceae"
"Glaucium flavum","Glaucium","Papaveraceae"
"Glebionis coronaria","Glebionis","Asteraceae"
"Glebionis segetum","Glebionis","Asteraceae"
"Glechoma hederacea","Glechoma","Lamiaceae"
"Gleditsia triacanthos","Gleditsia","Fabaceae"
"Glinus lotoides","Glinus","Molluginaceae"
"Globularia alypum","Globularia","Plantaginaceae"
"Globularia bisnagarica","Globularia","Plantaginaceae"
"Globularia cordifolia","Globularia","Plantaginaceae"
"Globularia x fuxeensis","Globularia","Plantaginaceae"
"Globularia nudicaulis","Globularia","Plantaginaceae"
"Globularia repens","Globularia","Plantaginaceae"
"Globularia vulgaris","Globularia","Plantaginaceae"
"Glyceria declinata","Glyceria","Poaceae"
"Glyceria fluitans","Glyceria","Poaceae"
"Glyceria grandis","Glyceria","Poaceae"
"Glyceria maxima","Glyceria","Poaceae"
